View,Full Name,Organization,Lobby Year,Registration Date,Termination Date,Original,Amended
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13266.pdf,"Yamasaki, Ross",Airbnb,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13267.pdf,"Oshiro, Blake K.",Airbnb,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1327.pdf,"Alm, Robert A.","Hawaiian Electric Company, Inc.",2013-2014,1/29/2013,8/30/2013,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13284.pdf,"Zysman, Deborah M.",Hawaii Children's Action Network (formerly Good Beginnings Alliance),2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13285.pdf,"Oshiro, Blake K.",Western Plant Health Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13286.pdf,"Kajimura, Trisha M.",Mental Health Association in Hawaii,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13288.pdf,"Oshiro, Blake K.",JOCOR Enterprises LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13289.pdf,"Heberle, Thomas",Hawaii Pilots Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13292.pdf,"Coppa, Bruce A.",Entertainment Software Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13293.pdf,"Oshiro, Blake K.",Entertainment Software Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13304.pdf,"Yamasaki, Ross",Entertainment Software Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13305.pdf,"Morris, George A.",Entertainment Software Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13306.pdf,"Oshiro, Blake K.","Pfizer, Inc.",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13307.pdf,"Morris, George A.",FedEx Corporation,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13308.pdf,"Coppa, Bruce A.",FedEx Corporation,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13309.pdf,"Yamasaki, Ross",FedEx Corporation,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1331.pdf,"Gibson, Inga L.",The Humane Society of the United States,2013-2014,1/29/2013,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13310.pdf,"Oshiro, Blake K.",FedEx Corporation,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13311.pdf,"Morris, George A.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13312.pdf,"Coppa, Bruce A.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13313.pdf,"Yamasaki, Ross","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13314.pdf,"Oshiro, Blake K.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13315.pdf,"Coppa, Bruce A.","Dollar Financial Group, Inc.,",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13316.pdf,"Oshiro, Blake K.","Dollar Financial Group, Inc.,",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13319.pdf,"Oshiro, Blake K.",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1332.pdf,"Goldstein, Cindy S.",DuPont Pioneer,2013-2014,1/28/2013,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13322.pdf,"Santiago, Alexander C.",Hawaiian Islands Association for Marriage and Family Therapy,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13323.pdf,"Morris, George A.",UHA Health Insurance,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13324.pdf,"Oshiro, Blake K.",UHA Health Insurance,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13325.pdf,"Coppa, Bruce A.",UHA Health Insurance,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13326.pdf,"Yamasaki, Ross",UHA Health Insurance,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13327.pdf,"Morris, George A.","AAA Hawaii, LLC",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13328.pdf,"Oshiro, Blake K.","AAA Hawaii, LLC",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13329.pdf,"Coppa, Bruce A.","AAA Hawaii, LLC",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1333.pdf,"DeGiacomo, Frank L.","Animal Haven, Inc.",2013-2014,1/28/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13330.pdf,"Yamasaki, Ross","AAA Hawaii, LLC",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13331.pdf,"Morris, George A.",Charley's Taxi and AllWays Charley's,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13332.pdf,"Coppa, Bruce A.",Charley's Taxi and AllWays Charley's,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13333.pdf,"Yamasaki, Ross",Charley's Taxi and AllWays Charley's,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13334.pdf,"Morris, George A.",TRG Waikiki LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13335.pdf,"Oshiro, Blake K.",TRG Waikiki LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13336.pdf,"Coppa, Bruce A.",TRG Waikiki LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13337.pdf,"Yamasaki, Ross",TRG Waikiki LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13338.pdf,"Dane, Keith Justin",The Humane Society of the United States,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13339.pdf,"Campaniano, Leslie A.",Puna Geothermal Venture,2017-2018,1/23/2017,2/21/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1334.pdf,"Finnegan, Gaudencia L.",Hawaii Public Charter Schools Network,2013-2014,2/1/2013,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13340.pdf,"Macapagal, Annie L.","Apollo Group, Inc./University of Phoenix",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13341.pdf,"Macapagal, Annie L.",Property Casualty Insurers Association of America,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13342.pdf,"Lum, Lori C.",Property Casualty Insurers Association of America,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13343.pdf,"Perez, Albert A.","Maui Tomorrow Foundation, Inc.",2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13344.pdf,"Oshiro, Blake K.",Fairvote Action,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13345.pdf,"Oshiro, Blake K.",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13346.pdf,"Coppa, Bruce A.",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13347.pdf,"Yamasaki, Ross",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13348.pdf,"Rabago, Amoreena P.",JOCOR Enterprises LLC,2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13349.pdf,"Rabago, Amoreena P.",Fairvote Action,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1335.pdf,"Gibson, Inga L.",The Humane Society of the United States,2013-2014,1/28/2013,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13351.pdf,"Rabago, Amoreena P.",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13352.pdf,"Coppa, Bruce A.",Hawaii Management Alliance Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13353.pdf,"Morris, George A.",Hawaii Management Alliance Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13354.pdf,"Yamasaki, Ross",Hawaii Management Alliance Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13355.pdf,"Oshiro, Blake K.",Hawaii Management Alliance Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13356.pdf,"Nakamura, Cheri",HE'E Coalition,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13357.pdf,"Lukens, Ashley B.",Hawaii Center for Food Safety,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1336.pdf,"Goldstein, Cindy S.",DuPont Pioneer,2013-2014,1/28/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13360.pdf,"Radcliffe, John H.",Hawaii Management Alliance Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13361.pdf,"Radcliffe, John H.",Entertainment Software Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13362.pdf,"Radcliffe, John H.",Airbnb,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13363.pdf,"Radcliffe, John H.",FedEx Corporation,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13366.pdf,"Radcliffe, John H.",American Chemistry Council,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13367.pdf,"Radcliffe, John H.",Charley's Taxi and AllWays Charley's,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13368.pdf,"Radcliffe, John H.","Dollar Financial Group, Inc.,",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13369.pdf,"Radcliffe, John H.",American Family Life Assurance Company of Columbus (AFLAC),2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1337.pdf,"Hollis, Annie Rachel",Planned Parenthood of the Great Northwest and Hawaii,2013-2014,1/31/2013,2/11/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13370.pdf,"Radcliffe, John H.",RAI Services Company,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13371.pdf,"Radcliffe, John H.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13372.pdf,"Radcliffe, John H.","ALTRES, Inc.",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13373.pdf,"Radcliffe, John H.",Polaris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13374.pdf,"Radcliffe, John H.",AT&T,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13376.pdf,"Rafferty, Stephen Jude",The Trust for Public Land,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13377.pdf,"Radcliffe, John H.",UHA Health Insurance,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13379.pdf,"Takenaka, Cynthia H.",NAIFA Hawaii,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1338.pdf,"Hong, Lea",The Trust for Public Land,2013-2014,1/31/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13380.pdf,"Bollmeier, Warren S.",Hawaii Renewable Energy Alliance,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13381.pdf,"Radcliffe, John H.",DIAGEO North America,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13382.pdf,"Radcliffe, John H.",TRG Waikiki LLC,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13383.pdf,"Radcliffe, John H.",AIG Companies,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13384.pdf,"Radcliffe, John H.","AAA Hawaii, LLC",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13387.pdf,"Chikamoto, Oren T.",American Council of Life Insurers,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13388.pdf,"Oshiro, Blake K.",American Resort Development Association,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13389.pdf,"Yamasaki, Ross",Altria Client Services LLC and its Affiliates-Philip Morris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1339.pdf,"Hoover, Jacqui L.",Hawaii Leeward Planning Conference,2013-2014,1/31/2013,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13390.pdf,"Morris, George A.",Altria Client Services LLC and its Affiliates-Philip Morris,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13391.pdf,"Morris, George A.","Dollar Financial Group, Inc.,",2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13392.pdf,"Coppa, Bruce A.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13393.pdf,"Oshiro, Blake K.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13394.pdf,"Yamasaki, Ross","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13395.pdf,"Morris, George A.","Host Hotels & Resorts, L.P.",2017-2018,1/23/2017,12/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13396.pdf,"Maluafiti, Alicia M.",Biotechnology Innovation Organization (BIO),2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13397.pdf,"Morris, George A.",Hawaii Liquor Wholesalers Association,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13398.pdf,"Yamasaki, Ross",Hawaii Liquor Wholesalers Association,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13399.pdf,"Radcliffe, John H.",Monsanto Company,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1340.pdf,"Ida, Glenn S.","Plumbers & Fitters Union, Local 675",2013-2014,1/29/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13400.pdf,"Morris, George A.",Monsanto Company,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13401.pdf,"Yamasaki, Ross",Monsanto Company,2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13402.pdf,"LaFontaine, Peter","International Fund for Animal Welfare, Inc.",2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13404.pdf,"Okeson, Natlie W.","PHOCUSED (Protecting Hawaii Ohana, Children, Under-Served, Elderly, and Disabled)",2017-2018,1/24/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13405.pdf,"Hakeem, Danya",Hawaii Center for Food Safety,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13406.pdf,"Noga, Joshua",Hawaii Center for Food Safety,2017-2018,1/23/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13409.pdf,"Townsend, Martha","Sierra Club, Hawaii Chapter",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1341.pdf,"Keliipuleole, Sydney W.C.K.",Kamehameha Schools,2013-2014,1/31/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13410.pdf,"Murakami, Justin",Hawaii Pacific Health,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13411.pdf,"Masamitsu, Joyce",Verizon Communications,2017-2018,1/25/2017,8/31/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13412.pdf,"Lopez, Kealii",Hawaii Association of Mortgage Brokers,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13413.pdf,"Kaneko, William M.",Hawaii Association of Mortgage Brokers,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13414.pdf,"Massengale, George S.","Hawaii Habitat for Humanity Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13415.pdf,"Kiguchi, Stafford J.",Bank of Hawaii Corporation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13416.pdf,"Namiki, Noriko",Young Women's Christian Association (YWCA) Oahu,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13417.pdf,"Algire-Fedarcyk, Kathleen Megan",Young Women's Christian Association (YWCA) Oahu,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1342.pdf,"Konkola, Lisa",Hawaii Public Health Institute (HiPHI),2013-2014,1/31/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13420.pdf,"Striph, David M.",The Howard Hughes Corporation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13421.pdf,"Vanderboom, Nicholas",The Howard Hughes Corporation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13422.pdf,"Randle, Race",The Howard Hughes Corporation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13423.pdf,"Apo, Todd K.",The Howard Hughes Corporation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13424.pdf,"Takaaze, Melissa K.",Hawaii Food Industry Association,2017-2018,1/25/2017,6/7/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1343.pdf,"Konkola, Lisa",Drug Policy Action Group,2013-2014,1/31/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1344.pdf,"Lankford, Elizabeth",Healthcare Distribution Management Association,2013-2014,1/31/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13440.pdf,"Okudara, Jon T.",Verizon Communications,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13441.pdf,"Okudara, Jon T.","Robert's Hawaii, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13443.pdf,"Oshiro, Blake K.","Motion Picture Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13444.pdf,"Morris, George A.","Motion Picture Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13445.pdf,"Rabago, Amoreena P.","Motion Picture Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13446.pdf,"Yamasaki, Ross","Motion Picture Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13447.pdf,"Radcliffe, John H.","Motion Picture Association, Inc.",2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13448.pdf,"Rabago, Amoreena P.",Compassion and Choices,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13449.pdf,"Oshiro, Blake K.",Compassion and Choices,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1345.pdf,"Lim, Carmille Louise A.",Common Cause Hawaii,2013-2014,1/25/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13450.pdf,"Miyamoto, Brian M.",Hawaii Farm Bureau Federation,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13451.pdf,"Higa, Mitzie Yvonne",Hawaii State Teachers Association (HSTA),2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13452.pdf,"Holck, Wilbert",Hawaii State Teachers Association (HSTA),2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13453.pdf,"Rosenlee, Corey",Hawaii State Teachers Association (HSTA),2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13456.pdf,"Nip, Celeste Y.K.",AIG Companies,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13457.pdf,"Oto, Mark K.",Hawaii Medical Service Association,2017-2018,1/25/2017,10/13/2017,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13458.pdf,"Mikulanec, Jacce S.",Hawaii Medical Service Association,2017-2018,1/25/2017,12/7/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13459.pdf,"Diesman, Jennifer",Hawaii Medical Service Association,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-1346.pdf,"Macapagal, Annie L.","Apollo Group, Inc./University of Phoenix",2013-2014,1/2/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13462.pdf,"Chun, Cory M.",American Cancer Society Cancer Action Network,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13463.pdf,"Ellamar, Stacy",Pacific Resource Partnership,2017-2018,1/25/2017,3/30/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13464.pdf,"Delaunay, Christopher M.",Pacific Resource Partnership,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1718/Kfx10-13465.pdf,"Nip, Celeste Y.K.",UHA Health Insurance,2017-2018,1/25/2017,12/31/2018,TRUE,FALSE
